,salesdate,netsales
21872,2024-03-31,281.9
21873,2024-04-01,48.7
21874,2024-04-03,194.1
21875,2024-04-04,50.7
21876,2024-04-05,38.8
21877,2024-04-06,305.9
21878,2024-04-07,213.5
21879,2024-04-16,159.8
21880,2024-04-17,162.6
21881,2024-04-18,591.3
21882,2024-04-19,831.1
21883,2024-04-20,305.7
21884,2024-04-21,238.1
21885,2024-04-22,87.3
21886,2024-04-24,77.2
21887,2024-04-25,630.5
21888,2024-04-26,513.9
21889,2024-04-27,78.1
21890,2024-04-28,311.9
21891,2024-04-30,433.9
21892,2024-05-01,484.8
21893,2024-05-02,329.4
21894,2024-05-03,438.2
21895,2024-05-04,459.6
21896,2024-05-05,312.6
21897,2024-05-07,266.8
21898,2024-05-08,209.6
21899,2024-05-09,276.8
21900,2024-05-10,199.7
21901,2024-05-11,675.4
21902,2024-05-12,310.9
21903,2024-05-13,120.0
21904,2024-05-16,481.9
21905,2024-05-17,415.2
21906,2024-05-18,788.7
21907,2024-05-19,974.5
21908,2024-05-21,988.2
21909,2024-05-22,665.7
21910,2024-05-23,471.4
21911,2024-05-24,747.6
21912,2024-05-25,563.1
21913,2024-05-26,1154.7
21914,2024-05-28,931.5
21915,2024-05-29,299.8
21916,2024-05-30,490.4
21917,2024-05-31,802.3
21918,2024-06-01,787.6
21919,2024-06-02,640.6
21920,2024-06-03,96.4
21921,2024-06-04,555.9
21922,2024-06-05,97.9
21923,2024-06-06,345.9
21924,2024-06-07,560.4
21925,2024-06-09,912.1
21926,2024-06-11,505.7
21927,2024-06-12,1656.8
21928,2024-06-13,1892.7
21929,2024-06-14,1519.6
21930,2024-06-15,1882.1
21931,2024-06-16,642.9
21932,2024-06-18,2050.3
21933,2024-06-19,580.0
21934,2024-06-20,1291.4
21935,2024-06-21,1159.7
21936,2024-06-22,848.95
21937,2024-06-23,1486.9
21938,2024-06-25,1052.0
21939,2024-06-26,1370.8
21940,2024-06-27,1167.1
21941,2024-06-28,1812.4
21942,2024-06-29,1059.3
21943,2024-06-30,1306.0
21944,2024-07-02,422.7
21945,2024-07-03,388.4
21946,2024-07-04,736.9
21947,2024-07-05,718.0
21948,2024-07-06,1208.6
21949,2024-07-07,902.5
21950,2024-07-09,719.1
21951,2024-07-10,609.1
21952,2024-07-11,788.0
21953,2024-07-12,1037.1
21954,2024-07-13,930.1
21955,2024-07-14,800.7
21956,2024-07-15,34.8
21957,2024-07-16,296.8
21958,2024-07-17,756.5
21959,2024-07-18,601.3
21960,2024-07-19,705.5
21961,2024-07-20,644.5
21962,2024-07-21,1363.8
21963,2024-07-23,862.8
21964,2024-07-24,375.8
21965,2024-07-25,362.9
21966,2024-07-26,959.65
21967,2024-07-27,621.8
21968,2024-07-28,620.6
21969,2024-07-29,34.8
21970,2024-07-30,412.4
21971,2024-07-31,577.6
21972,2024-08-01,1268.5
21973,2024-08-02,307.7
21974,2024-08-03,677.5
21975,2024-08-06,448.5
21976,2024-08-07,360.9
21977,2024-08-08,488.2
21978,2024-08-09,793.3
21979,2024-08-10,1112.35
21980,2024-08-11,677.6
21981,2024-08-13,181.2
21982,2024-08-14,272.1
21983,2024-08-15,547.5
21984,2024-08-16,450.2
21985,2024-08-17,716.6
21986,2024-08-18,567.6
21987,2024-08-20,559.0
21988,2024-08-21,553.9
21989,2024-08-22,211.2
21990,2024-08-23,1030.9
21991,2024-08-24,545.4
21992,2024-08-25,469.0
21993,2024-08-27,80.1
21994,2024-08-28,483.3
21995,2024-08-29,482.3
21996,2024-08-30,867.2
21997,2024-08-31,1299.2
21998,2024-09-01,1588.6
21999,2024-09-03,388.6
22000,2024-09-04,1067.9
22001,2024-09-05,776.2
22002,2024-09-06,897.6
22003,2024-09-07,986.1
22004,2024-09-08,1703.1
22005,2024-09-10,561.0
22006,2024-09-11,444.6
22007,2024-09-12,550.2
22008,2024-09-13,333.9
22009,2024-09-18,404.6
22010,2024-09-19,823.2
22011,2024-09-20,981.5
22012,2024-09-21,990.8
22013,2024-09-22,1674.3
22014,2024-09-24,1024.7
22015,2024-09-25,708.8
22016,2024-09-26,842.3
22017,2024-09-27,1507.1
22018,2024-09-28,1072.3
22019,2024-09-29,2184.5
22020,2024-09-30,14.5
22021,2024-10-01,678.1
22022,2024-10-02,1281.7
22023,2024-10-03,593.6
22024,2024-10-04,1411.5
22025,2024-10-05,1278.7
22026,2024-10-06,1871.2
22027,2024-10-08,811.6
22028,2024-10-09,1539.5
22029,2024-10-10,1454.6
22030,2024-10-11,1296.4
22031,2024-10-12,702.6
22032,2024-10-13,2209.3
22033,2024-10-15,734.8
22034,2024-10-16,639.6
22035,2024-10-17,1266.3
22036,2024-10-18,604.5
22037,2024-10-19,1341.6
22038,2024-10-20,1105.6
22039,2024-10-22,761.0
22040,2024-10-23,788.5
22041,2024-10-24,1754.0
22042,2024-10-25,3567.9
22043,2024-10-26,4010.5
22044,2024-10-27,2997.7
22045,2024-10-29,1476.4
22046,2024-10-30,1953.0
22047,2024-10-31,1756.5
22048,2024-11-01,1450.0
22049,2024-11-02,3017.6
22050,2024-11-03,2066.0
22051,2024-11-05,1313.2
22052,2024-11-06,946.7
22053,2024-11-07,1419.9
22054,2024-11-08,1541.0
22055,2024-11-09,2496.6
22056,2024-11-10,1395.9
22057,2024-11-12,1147.1
22058,2024-11-13,1338.7
22059,2024-11-14,1387.6
22060,2024-11-15,1453.6
22061,2024-11-16,2006.7
22062,2024-11-17,2789.3
22063,2024-11-19,1116.6
22064,2024-11-20,1092.8
22065,2024-11-21,897.7
22066,2024-11-22,1420.4
22067,2024-11-23,1623.6
22068,2024-11-24,1549.9
22069,2024-11-26,874.3
22070,2024-11-27,722.8
22071,2024-11-28,1462.6
22072,2024-11-29,991.6
22073,2024-11-30,1920.4
22074,2024-12-01,2362.15
22575,2024-01-01,324.1
22576,2024-01-02,91.1
22577,2024-01-03,90.55
22578,2024-01-04,129.25
22579,2024-01-05,150.0
22580,2024-01-06,317.75
22581,2024-01-07,231.85
22582,2024-01-08,183.1
22583,2024-01-09,68.0
22584,2024-01-10,97.45
22585,2024-01-11,82.95
22586,2024-01-12,164.3
22587,2024-01-13,253.8
22588,2024-01-14,217.45
22589,2024-01-15,65.8
22590,2024-01-16,70.4
22591,2024-01-17,83.95
22592,2024-01-18,74.6
22593,2024-01-19,161.25
22594,2024-01-20,160.9
22595,2024-01-21,318.45
22596,2024-01-22,78.6
22597,2024-01-23,106.45
22598,2024-01-24,144.55
22599,2024-01-25,215.2
22600,2024-01-26,91.2
22601,2024-01-27,260.95
22602,2024-01-28,299.35
22603,2024-01-29,89.4
22604,2024-01-30,87.6
22605,2024-01-31,111.8
22606,2024-02-01,154.45
22607,2024-02-02,152.55
22608,2024-02-03,164.2
22609,2024-02-04,303.15
22610,2024-02-05,98.1
22611,2024-02-06,163.3
22612,2024-02-07,62.65
22613,2024-02-08,136.9
22614,2024-02-09,251.4
22615,2024-02-10,302.3
22616,2024-02-11,226.55
22617,2024-02-12,133.25
22618,2024-02-13,46.6
22619,2024-02-14,100.9
22620,2024-02-15,50.6
22621,2024-02-16,238.4
22622,2024-02-17,167.95
22623,2024-02-18,142.75
22624,2024-02-19,65.7
22625,2024-02-20,166.85
22626,2024-02-21,101.1
22627,2024-02-22,85.45
22628,2024-02-23,140.7
22629,2024-02-24,237.6
22630,2024-02-25,270.8
22631,2024-02-26,117.25
22632,2024-02-27,130.9
22633,2024-02-28,109.65
22634,2024-02-29,154.75
22635,2024-03-01,291.1
22636,2024-03-02,325.7
22637,2024-03-03,389.25
22638,2024-03-04,135.85
22639,2024-03-05,78.9
22640,2024-03-06,115.95
22641,2024-03-07,166.65
22642,2024-03-08,234.55
22643,2024-03-09,564.8
22644,2024-03-10,565.6
22645,2024-03-11,138.85
22646,2024-03-12,46.1
22647,2024-03-13,55.25
22648,2024-03-14,18.35
22649,2024-03-15,175.75
22650,2024-03-16,188.15
22651,2024-03-17,39.0
22652,2024-03-18,49.65
22653,2024-03-19,51.25
22654,2024-03-20,50.45
22655,2024-03-21,126.8
22656,2024-03-22,153.3
22657,2024-03-23,186.15
22658,2024-03-24,169.85
22659,2024-03-25,107.5
22660,2024-03-26,94.7
22661,2024-03-27,150.1
22662,2024-03-28,281.0
22663,2024-03-29,217.05
22664,2024-03-30,221.55
22665,2024-03-31,209.85
22666,2024-04-01,93.85
22667,2024-04-02,120.7
22668,2024-04-03,323.35
22669,2024-04-04,216.55
22670,2024-04-05,225.45
22671,2024-04-06,223.65
22672,2024-04-07,326.55
22673,2024-04-08,175.1
22674,2024-04-09,68.05
22675,2024-04-10,40.8
22676,2024-04-11,69.6
22677,2024-04-12,112.55
22678,2024-04-13,363.65
22679,2024-04-14,304.1
22680,2024-04-15,161.05
22681,2024-04-16,100.75
22682,2024-04-17,129.0
22683,2024-04-18,102.1
22684,2024-04-19,286.25
22685,2024-04-20,193.35
22686,2024-04-21,413.05
22687,2024-04-22,176.25
22688,2024-04-23,167.05
22689,2024-04-24,100.9
22690,2024-04-25,120.55
22691,2024-04-26,189.95
22692,2024-04-27,295.85
22693,2024-04-28,231.3
22694,2024-04-29,105.75
22695,2024-04-30,101.95
22696,2024-05-01,406.2
22697,2024-05-02,88.3
22698,2024-05-03,94.5
22699,2024-05-04,228.9
22700,2024-05-05,293.1
22701,2024-05-06,76.8
22702,2024-05-07,98.35
22703,2024-05-08,86.55
22704,2024-05-09,127.3
22705,2024-05-10,302.0
22706,2024-05-11,327.4
22707,2024-05-12,291.5
22708,2024-05-13,104.2
22709,2024-05-14,62.7
22710,2024-05-15,148.95
22711,2024-05-16,97.0
22712,2024-05-17,141.75
22713,2024-05-18,276.85
22714,2024-05-19,270.8
22715,2024-05-20,45.15
22716,2024-05-21,116.3
22717,2024-05-22,324.85
22718,2024-05-23,109.25
22719,2024-05-24,145.9
22720,2024-05-25,142.9
22721,2024-05-26,326.6
22722,2024-05-27,101.65
22723,2024-05-28,145.55
22724,2024-05-29,306.1
22725,2024-05-30,290.75
22726,2024-05-31,159.0
22727,2024-06-01,439.9
22728,2024-06-02,285.5
22729,2024-06-03,414.6
22730,2024-06-04,96.25
22731,2024-06-05,161.75
22732,2024-06-06,161.6
22733,2024-06-07,307.05
22734,2024-06-08,439.45
22735,2024-06-09,442.15
22736,2024-06-10,191.35
22737,2024-06-11,102.55
22738,2024-06-12,72.5
22739,2024-06-13,142.7
22740,2024-06-14,248.45
22741,2024-06-15,389.0
22742,2024-06-16,302.0
22743,2024-06-17,80.85
22744,2024-06-18,291.35
22745,2024-06-19,89.65
22746,2024-06-20,139.15
22747,2024-06-21,260.8
22748,2024-06-22,377.95
22749,2024-06-23,351.2
22750,2024-06-24,173.2
22751,2024-06-25,151.35
22752,2024-06-26,204.55
22753,2024-06-27,101.0
22754,2024-06-28,212.95
22755,2024-06-29,382.0
22756,2024-06-30,427.75
22757,2024-07-01,232.3
22758,2024-07-02,156.3
22759,2024-07-03,227.35
22760,2024-07-04,189.0
22761,2024-07-05,232.1
22762,2024-07-06,447.4
22763,2024-07-07,371.95
22764,2024-07-08,381.1
22765,2024-07-09,183.9
22766,2024-07-10,213.55
22767,2024-07-11,140.5
22768,2024-07-12,199.85
22769,2024-07-13,470.85
22770,2024-07-14,275.4
22771,2024-07-15,98.15
22772,2024-07-16,105.6
22773,2024-07-17,106.95
22774,2024-07-18,107.2
22775,2024-07-19,139.3
22776,2024-07-20,284.4
22777,2024-07-21,310.55
22778,2024-07-22,103.95
22779,2024-07-23,68.9
22780,2024-07-24,149.8
22781,2024-07-25,156.95
22782,2024-07-26,295.1
22783,2024-07-27,357.75
22784,2024-07-28,242.6
22785,2024-07-29,142.15
22786,2024-07-30,130.0
22787,2024-07-31,154.95
22788,2024-08-01,182.8
22789,2024-08-02,268.2
22790,2024-08-03,327.25
22791,2024-08-04,324.55
22792,2024-08-05,112.6
22793,2024-08-06,168.95
22794,2024-08-07,170.2
22795,2024-08-08,160.45
22796,2024-08-09,155.55
22797,2024-08-10,291.1
22798,2024-08-11,453.4
22799,2024-08-12,268.5
22800,2024-08-13,96.75
22801,2024-08-14,75.3
22802,2024-08-15,142.05
22803,2024-08-16,348.45
22804,2024-08-17,384.95
22805,2024-08-18,290.45
22806,2024-08-19,202.75
22807,2024-08-20,116.65
22808,2024-08-21,229.45
22809,2024-08-22,205.25
22810,2024-08-23,222.45
22811,2024-08-24,371.5
22812,2024-08-25,261.3
22813,2024-08-26,128.3
22814,2024-08-27,133.45
22815,2024-08-28,115.8
22816,2024-08-29,88.15
22817,2024-08-30,273.3
22818,2024-08-31,541.5
22819,2024-09-01,491.3
22820,2024-09-02,264.15
22821,2024-09-03,198.05
22822,2024-09-04,174.3
22823,2024-09-05,201.4
22824,2024-09-06,168.65
22825,2024-09-07,306.05
22826,2024-09-08,328.55
22827,2024-09-09,149.5
22828,2024-09-10,131.8
22829,2024-09-11,93.95
22830,2024-09-12,148.8
22831,2024-09-13,200.75
22832,2024-09-14,317.35
22833,2024-09-15,234.65
22834,2024-09-16,186.2
22835,2024-09-17,217.3
22836,2024-09-18,198.35
22837,2024-09-19,108.3
22838,2024-09-20,258.85
22839,2024-09-21,182.1
22840,2024-09-22,317.1
22841,2024-09-23,167.15
22842,2024-09-24,133.0
22843,2024-09-25,162.65
22844,2024-09-26,200.95
22845,2024-09-27,173.75
22846,2024-09-28,400.2
22847,2024-09-29,454.2
22848,2024-09-30,136.15
22849,2024-10-01,163.4
22850,2024-10-02,192.65
22851,2024-10-03,204.05
22852,2024-10-04,303.0
22853,2024-10-05,374.5
22854,2024-10-06,344.5
22855,2024-10-07,107.05
22856,2024-10-08,80.65
22857,2024-10-09,53.4
22858,2024-10-10,98.65
22859,2024-10-11,115.25
22860,2024-10-12,350.35
22861,2024-10-13,328.6
22862,2024-10-14,232.85
22863,2024-10-15,89.4
22864,2024-10-16,92.45
22865,2024-10-17,140.85
22866,2024-10-18,194.25
22867,2024-10-19,233.75
22868,2024-10-20,201.35
22869,2024-10-21,90.95
22870,2024-10-22,129.75
22871,2024-10-23,110.3
22872,2024-10-24,94.3
22873,2024-10-25,209.55
22874,2024-10-26,349.25
22875,2024-10-27,312.85
22876,2024-10-28,58.6
22877,2024-10-29,73.9
22878,2024-10-30,310.1
22879,2024-10-31,391.05
22880,2024-11-01,164.45
22881,2024-11-02,317.3
22882,2024-11-03,354.25
22883,2024-11-04,155.75
22884,2024-11-05,67.55
22885,2024-11-06,107.5
22886,2024-11-07,152.3
22887,2024-11-08,168.35
22888,2024-11-09,276.45
22889,2024-11-10,348.45
22890,2024-11-11,143.35
22891,2024-11-12,30.5
22892,2024-11-13,159.85
22893,2024-11-14,78.6
22894,2024-11-15,165.15
22895,2024-11-16,324.8
22896,2024-11-17,304.75
22897,2024-11-18,130.4
22898,2024-11-19,160.8
22899,2024-11-20,138.2
22900,2024-11-21,168.5
22901,2024-11-22,196.85
22902,2024-11-23,156.5
22903,2024-11-24,161.15
22904,2024-11-25,130.6
22905,2024-11-26,107.7
22906,2024-11-27,151.75
22907,2024-11-28,135.35
22908,2024-11-29,258.75
22909,2024-11-30,273.05
22910,2024-12-01,262.2
22911,2024-12-02,110.85
22912,2024-12-03,122.05
22913,2024-12-04,145.65
22914,2024-12-05,63.35
22915,2024-12-06,166.9
22916,2024-12-07,312.5
22917,2024-12-08,113.2
22918,2024-12-09,130.35
22919,2024-12-10,140.2
22920,2024-12-11,216.55
22921,2024-12-12,147.4
22922,2024-12-13,178.75
22923,2024-12-14,187.35
22924,2024-12-15,348.95
22925,2024-12-16,79.25
22926,2024-12-17,76.85
22927,2024-12-18,122.1
22928,2024-12-19,114.4
22929,2024-12-20,184.9
22930,2024-12-21,241.7
22931,2024-12-22,180.6
22932,2024-12-23,78.7
22933,2024-12-24,184.25
22934,2024-12-25,241.45
22935,2024-12-26,134.45
22936,2024-12-27,68.5
22937,2024-12-28,97.7
22938,2024-12-29,214.8
22939,2024-12-30,139.45
22940,2024-12-31,217.0
23442,2024-01-01,324.1
23443,2024-01-02,91.1
23444,2024-01-03,90.55
23445,2024-01-04,129.25
23446,2024-01-05,150.0
23447,2024-01-06,317.75
23448,2024-01-07,231.85
23449,2024-01-08,183.1
23450,2024-01-09,68.0
23451,2024-01-10,97.45
23452,2024-01-11,82.95
23453,2024-01-12,164.3
23454,2024-01-13,253.8
23455,2024-01-14,217.45
23456,2024-01-15,65.8
23457,2024-01-16,70.4
23458,2024-01-17,83.95
23459,2024-01-18,74.6
23460,2024-01-19,161.25
23461,2024-01-20,160.9
23462,2024-01-21,318.45
23463,2024-01-22,78.6
23464,2024-01-23,106.45
23465,2024-01-24,144.55
23466,2024-01-25,215.2
23467,2024-01-26,91.2
23468,2024-01-27,260.95
23469,2024-01-28,299.35
23470,2024-01-29,89.4
23471,2024-01-30,87.6
23472,2024-01-31,111.8
23473,2024-02-01,154.45
23474,2024-02-02,152.55
23475,2024-02-03,164.2
23476,2024-02-04,303.15
23477,2024-02-05,98.1
23478,2024-02-06,163.3
23479,2024-02-07,62.65
23480,2024-02-08,136.9
23481,2024-02-09,251.4
23482,2024-02-10,302.3
23483,2024-02-11,226.55
23484,2024-02-12,133.25
23485,2024-02-13,46.6
23486,2024-02-14,100.9
23487,2024-02-15,50.6
23488,2024-02-16,238.4
23489,2024-02-17,167.95
23490,2024-02-18,142.75
23491,2024-02-19,65.7
23492,2024-02-20,166.85
23493,2024-02-21,101.1
23494,2024-02-22,85.45
23495,2024-02-23,140.7
23496,2024-02-24,237.6
23497,2024-02-25,270.8
23498,2024-02-26,117.25
23499,2024-02-27,130.9
23500,2024-02-28,109.65
23501,2024-02-29,154.75
23502,2024-03-01,291.1
23503,2024-03-02,325.7
23504,2024-03-03,389.25
23505,2024-03-04,135.85
23506,2024-03-05,78.9
23507,2024-03-06,115.95
23508,2024-03-07,166.65
23509,2024-03-08,234.55
23510,2024-03-09,564.8
23511,2024-03-10,565.6
23512,2024-03-11,138.85
23513,2024-03-12,46.1
23514,2024-03-13,55.25
23515,2024-03-14,18.35
23516,2024-03-15,175.75
23517,2024-03-16,188.15
23518,2024-03-17,39.0
23519,2024-03-18,49.65
23520,2024-03-19,51.25
23521,2024-03-20,50.45
23522,2024-03-21,126.8
23523,2024-03-22,153.3
23524,2024-03-23,186.15
23525,2024-03-24,169.85
23526,2024-03-25,107.5
23527,2024-03-26,94.7
23528,2024-03-27,150.1
23529,2024-03-28,281.0
23530,2024-03-29,217.05
23531,2024-03-30,221.55
23532,2024-03-31,209.85
23533,2024-04-01,93.85
23534,2024-04-02,120.7
23535,2024-04-03,323.35
23536,2024-04-04,216.55
23537,2024-04-05,225.45
23538,2024-04-06,223.65
23539,2024-04-07,326.55
23540,2024-04-08,175.1
23541,2024-04-09,68.05
23542,2024-04-10,40.8
23543,2024-04-11,69.6
23544,2024-04-12,112.55
23545,2024-04-13,363.65
23546,2024-04-14,304.1
23547,2024-04-15,161.05
23548,2024-04-16,100.75
23549,2024-04-17,129.0
23550,2024-04-18,102.1
23551,2024-04-19,286.25
23552,2024-04-20,193.35
23553,2024-04-21,413.05
23554,2024-04-22,176.25
23555,2024-04-23,167.05
23556,2024-04-24,100.9
23557,2024-04-25,120.55
23558,2024-04-26,189.95
23559,2024-04-27,295.85
23560,2024-04-28,231.3
23561,2024-04-29,105.75
23562,2024-04-30,101.95
23563,2024-05-01,406.2
23564,2024-05-02,88.3
23565,2024-05-03,94.5
23566,2024-05-04,228.9
23567,2024-05-05,293.1
23568,2024-05-06,76.8
23569,2024-05-07,98.35
23570,2024-05-08,86.55
23571,2024-05-09,127.3
23572,2024-05-10,302.0
23573,2024-05-11,327.4
23574,2024-05-12,291.5
23575,2024-05-13,104.2
23576,2024-05-14,62.7
23577,2024-05-15,148.95
23578,2024-05-16,97.0
23579,2024-05-17,141.75
23580,2024-05-18,276.85
23581,2024-05-19,270.8
23582,2024-05-20,45.15
23583,2024-05-21,116.3
23584,2024-05-22,324.85
23585,2024-05-23,109.25
23586,2024-05-24,145.9
23587,2024-05-25,142.9
23588,2024-05-26,326.6
23589,2024-05-27,101.65
23590,2024-05-28,145.55
23591,2024-05-29,306.1
23592,2024-05-30,290.75
23593,2024-05-31,159.0
23594,2024-06-01,439.9
23595,2024-06-02,285.5
23596,2024-06-03,414.6
23597,2024-06-04,96.25
23598,2024-06-05,161.75
23599,2024-06-06,161.6
23600,2024-06-07,307.05
23601,2024-06-08,439.45
23602,2024-06-09,442.15
23603,2024-06-10,191.35
23604,2024-06-11,102.55
23605,2024-06-12,72.5
23606,2024-06-13,142.7
23607,2024-06-14,248.45
23608,2024-06-15,389.0
23609,2024-06-16,302.0
23610,2024-06-17,80.85
23611,2024-06-18,291.35
23612,2024-06-19,89.65
23613,2024-06-20,139.15
23614,2024-06-21,260.8
23615,2024-06-22,377.95
23616,2024-06-23,351.2
23617,2024-06-24,173.2
23618,2024-06-25,151.35
23619,2024-06-26,204.55
23620,2024-06-27,101.0
23621,2024-06-28,212.95
23622,2024-06-29,382.0
23623,2024-06-30,427.75
23624,2024-07-01,232.3
23625,2024-07-02,156.3
23626,2024-07-03,227.35
23627,2024-07-04,189.0
23628,2024-07-05,232.1
23629,2024-07-06,447.4
23630,2024-07-07,371.95
23631,2024-07-08,381.1
23632,2024-07-09,183.9
23633,2024-07-10,213.55
23634,2024-07-11,140.5
23635,2024-07-12,199.85
23636,2024-07-13,470.85
23637,2024-07-14,275.4
23638,2024-07-15,98.15
23639,2024-07-16,105.6
23640,2024-07-17,106.95
23641,2024-07-18,107.2
23642,2024-07-19,139.3
23643,2024-07-20,284.4
23644,2024-07-21,310.55
23645,2024-07-22,103.95
23646,2024-07-23,68.9
23647,2024-07-24,149.8
23648,2024-07-25,156.95
23649,2024-07-26,295.1
23650,2024-07-27,357.75
23651,2024-07-28,242.6
23652,2024-07-29,142.15
23653,2024-07-30,130.0
23654,2024-07-31,154.95
23655,2024-08-01,182.8
23656,2024-08-02,268.2
23657,2024-08-03,327.25
23658,2024-08-04,324.55
23659,2024-08-05,112.6
23660,2024-08-06,168.95
23661,2024-08-07,170.2
23662,2024-08-08,160.45
23663,2024-08-09,155.55
23664,2024-08-10,291.1
23665,2024-08-11,453.4
23666,2024-08-12,268.5
23667,2024-08-13,96.75
23668,2024-08-14,75.3
23669,2024-08-15,142.05
23670,2024-08-16,348.45
23671,2024-08-17,384.95
23672,2024-08-18,290.45
23673,2024-08-19,202.75
23674,2024-08-20,116.65
23675,2024-08-21,229.45
23676,2024-08-22,205.25
23677,2024-08-23,222.45
23678,2024-08-24,371.5
23679,2024-08-25,261.3
23680,2024-08-26,128.3
23681,2024-08-27,133.45
23682,2024-08-28,115.8
23683,2024-08-29,88.15
23684,2024-08-30,273.3
23685,2024-08-31,541.5
23686,2024-09-01,491.3
23687,2024-09-02,264.15
23688,2024-09-03,198.05
23689,2024-09-04,174.3
23690,2024-09-05,201.4
23691,2024-09-06,168.65
23692,2024-09-07,306.05
23693,2024-09-08,328.55
23694,2024-09-09,149.5
23695,2024-09-10,131.8
23696,2024-09-11,93.95
23697,2024-09-12,148.8
23698,2024-09-13,200.75
23699,2024-09-14,317.35
23700,2024-09-15,234.65
23701,2024-09-16,186.2
23702,2024-09-17,217.3
23703,2024-09-18,198.35
23704,2024-09-19,108.3
23705,2024-09-20,258.85
23706,2024-09-21,182.1
23707,2024-09-22,317.1
23708,2024-09-23,167.15
23709,2024-09-24,133.0
23710,2024-09-25,162.65
23711,2024-09-26,200.95
23712,2024-09-27,173.75
23713,2024-09-28,400.2
23714,2024-09-29,454.2
23715,2024-09-30,136.15
23716,2024-10-01,163.4
23717,2024-10-02,192.65
23718,2024-10-03,204.05
23719,2024-10-04,303.0
23720,2024-10-05,374.5
23721,2024-10-06,344.5
23722,2024-10-07,107.05
23723,2024-10-08,80.65
23724,2024-10-09,53.4
23725,2024-10-10,98.65
23726,2024-10-11,115.25
23727,2024-10-12,350.35
23728,2024-10-13,328.6
23729,2024-10-14,232.85
23730,2024-10-15,89.4
23731,2024-10-16,92.45
23732,2024-10-17,140.85
23733,2024-10-18,194.25
23734,2024-10-19,233.75
23735,2024-10-20,201.35
23736,2024-10-21,90.95
23737,2024-10-22,129.75
23738,2024-10-23,110.3
23739,2024-10-24,94.3
23740,2024-10-25,209.55
23741,2024-10-26,349.25
23742,2024-10-27,312.85
23743,2024-10-28,58.6
23744,2024-10-29,73.9
23745,2024-10-30,310.1
23746,2024-10-31,391.05
23747,2024-11-01,164.45
23748,2024-11-02,317.3
23749,2024-11-03,354.25
23750,2024-11-04,155.75
23751,2024-11-05,67.55
23752,2024-11-06,107.5
23753,2024-11-07,152.3
23754,2024-11-08,168.35
23755,2024-11-09,276.45
23756,2024-11-10,348.45
23757,2024-11-11,143.35
23758,2024-11-12,30.5
23759,2024-11-13,159.85
23760,2024-11-14,78.6
23761,2024-11-15,165.15
23762,2024-11-16,324.8
23763,2024-11-17,304.75
23764,2024-11-18,130.4
23765,2024-11-19,160.8
23766,2024-11-20,138.2
23767,2024-11-21,168.5
23768,2024-11-22,196.85
23769,2024-11-23,156.5
23770,2024-11-24,161.15
23771,2024-11-25,130.6
23772,2024-11-26,107.7
23773,2024-11-27,151.75
23774,2024-11-28,135.35
23775,2024-11-29,258.75
23776,2024-11-30,273.05
23777,2024-12-01,262.2
24672,2024-01-01,4870.85
24673,2024-01-02,2800.0
24674,2024-01-03,2864.7
24675,2024-01-04,2092.05
24676,2024-01-06,3724.75
24677,2024-01-07,4698.6
24678,2024-01-08,2401.6
24679,2024-01-09,2420.1
24680,2024-01-10,2633.6
24681,2024-01-11,2569.2
24682,2024-01-13,3729.8
24683,2024-01-14,5164.5
24684,2024-01-15,2500.9
24685,2024-01-16,2233.1
24686,2024-01-17,2086.4
24687,2024-01-18,3110.6
24688,2024-01-20,4231.6
24689,2024-01-21,4368.9
24690,2024-01-22,2319.5
24691,2024-01-23,2631.3
24692,2024-01-24,3247.2
24693,2024-01-25,4663.2
24694,2024-01-27,3800.05
24695,2024-01-28,4742.6
24696,2024-01-29,2254.95
24697,2024-01-30,2332.4
24698,2024-01-31,2688.45
24699,2024-02-01,4024.0
24700,2024-02-03,3760.8
24701,2024-02-04,4081.9
24702,2024-02-05,2482.6
24703,2024-02-06,1954.8
24704,2024-02-07,2709.8
24705,2024-02-08,2832.5
24706,2024-02-10,4070.4
24707,2024-02-11,3745.9
24708,2024-02-12,3760.5
24709,2024-02-13,3130.25
24710,2024-02-14,2252.3
24711,2024-02-15,1946.6
24712,2024-02-17,3040.4
24713,2024-02-18,3265.0
24714,2024-02-19,2238.9
24715,2024-02-20,1912.2
24716,2024-02-21,2657.7
24717,2024-02-22,2367.5
24718,2024-02-24,3694.4
24719,2024-02-25,4273.1
24720,2024-02-26,3444.1
24721,2024-02-27,2893.2
24722,2024-02-28,2718.4
24723,2024-02-29,2840.85
24724,2024-03-01,2069.5
24725,2024-03-02,3622.6
24726,2024-03-03,4618.3
24727,2024-03-04,3400.85
24728,2024-03-05,2586.6
24729,2024-03-06,2409.0
24730,2024-03-07,2972.55
24731,2024-03-08,2532.1
24732,2024-03-09,4412.2
24733,2024-03-10,4988.1
24734,2024-03-11,2536.0
24735,2024-03-17,438.7
24736,2024-03-18,120.5
24737,2024-03-19,221.5
24738,2024-03-20,236.1
24739,2024-03-21,219.9
24740,2024-03-22,0.0
24741,2024-03-23,145.1
24742,2024-03-24,242.9
24743,2024-03-25,213.4
24744,2024-03-26,143.8
24745,2024-03-27,209.0
24746,2024-03-28,416.2
24747,2024-03-30,82.1
24748,2024-03-31,192.7
24749,2024-04-01,589.4
24750,2024-04-02,647.8
24751,2024-04-03,652.0
24752,2024-04-04,516.5
24753,2024-04-06,685.6
24754,2024-04-07,567.85
24755,2024-04-08,982.8
